task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
75	e5/229db3	2030824	calibrate:CALIBRATE (75)	COMPLETED	0	2025-05-08 05:34:22.586	11m 4s	11m 1s	99.1%	701.1 MB	1 GB	264 MB	44.5 MB
61	8e/67253f	2030809	calibrate:CALIBRATE (61)	COMPLETED	0	2025-05-08 05:31:12.582	14m 19s	14m 14s	99.1%	690.8 MB	1 GB	261.5 MB	41.7 MB
69	c1/903e6a	2030817	calibrate:CALIBRATE (69)	COMPLETED	0	2025-05-08 05:32:52.647	12m 44s	12m 38s	99.0%	690.4 MB	1 GB	262.1 MB	42.3 MB
45	fc/7b6e97	2030793	calibrate:CALIBRATE (45)	COMPLETED	0	2025-05-08 05:27:10.084	18m 32s	18m 25s	99.2%	711.1 MB	1 GB	273.6 MB	55.2 MB
100	4b/283748	2030851	calibrate:CALIBRATE (100)	COMPLETED	0	2025-05-08 05:40:23.199	5m 29s	5m 26s	98.7%	638.8 MB	991.5 MB	236.5 MB	13.9 MB
88	d4/7a2954	2030837	calibrate:CALIBRATE (88)	COMPLETED	0	2025-05-08 05:38:37.581	7m 24s	7m 17s	98.8%	648.1 MB	1003.4 MB	240.2 MB	18.6 MB
37	aa/aa8f4e	2030784	calibrate:CALIBRATE (37)	COMPLETED	0	2025-05-08 05:27:05.166	19m 2s	18m 56s	99.3%	691.8 MB	1 GB	278.2 MB	60.7 MB
91	57/0cf679	2030840	calibrate:CALIBRATE (91)	COMPLETED	0	2025-05-08 05:39:08.392	7m 9s	7m 1s	98.7%	688.5 MB	1 GB	251 MB	30.9 MB
117	59/64268a	2030867	calibrate:CALIBRATE (117)	COMPLETED	0	2025-05-08 05:43:58.214	2m 39s	2m 30s	97.9%	643.5 MB	999 MB	237.1 MB	15.1 MB
112	8b/074987	2030862	calibrate:CALIBRATE (112)	COMPLETED	0	2025-05-08 05:43:12.785	3m 29s	3m 22s	98.3%	644.7 MB	998.9 MB	237.1 MB	15.1 MB
93	15/d1d5a2	2030844	calibrate:CALIBRATE (93)	COMPLETED	0	2025-05-08 05:39:37.623	7m 14s	7m 9s	98.8%	684.7 MB	1 GB	251.7 MB	31 MB
64	0a/83a232	2030812	calibrate:CALIBRATE (64)	COMPLETED	0	2025-05-08 05:32:07.533	14m 54s	14m 49s	99.2%	690.1 MB	1 GB	260.8 MB	40.9 MB
123	42/3897df	2030873	calibrate:CALIBRATE (123)	COMPLETED	0	2025-05-08 05:44:33.308	2m 54s	2m 45s	97.9%	647.2 MB	1003 MB	238.1 MB	16.3 MB
130	de/ee1fc9	2030881	calibrate:CALIBRATE (130)	COMPLETED	0	2025-05-08 05:46:17.685	1m 9s	1m 6s	96.1%	641.2 MB	996.9 MB	230.9 MB	7.8 MB
118	d4/038735	2030869	calibrate:CALIBRATE (118)	COMPLETED	0	2025-05-08 05:44:03.543	3m 38s	3m 31s	98.2%	654.7 MB	1010.1 MB	241.3 MB	20.1 MB
128	ba/42f247	2030879	calibrate:CALIBRATE (128)	COMPLETED	0	2025-05-08 05:46:02.669	1m 44s	1m 39s	97.1%	642 MB	997.9 MB	232.7 MB	10 MB
133	e1/f4db7c	2030883	calibrate:CALIBRATE (133)	COMPLETED	0	2025-05-08 05:46:42.701	1m 24s	1m 17s	96.6%	641.6 MB	997.9 MB	233.5 MB	10.6 MB
125	7e/173db6	2030875	calibrate:CALIBRATE (125)	COMPLETED	0	2025-05-08 05:45:32.698	2m 44s	2m 39s	97.9%	655.2 MB	1010.7 MB	244.5 MB	23 MB
87	63/2540b7	2030838	calibrate:CALIBRATE (87)	COMPLETED	0	2025-05-08 05:38:47.604	9m 49s	9m 46s	98.9%	689.8 MB	1 GB	261.8 MB	42 MB
30	e1/33b112	2030776	calibrate:CALIBRATE (30)	COMPLETED	0	2025-05-08 05:27:00.681	21m 42s	21m 35s	99.2%	696.1 MB	1 GB	284 MB	67.2 MB
56	4b/301eeb	2030805	calibrate:CALIBRATE (56)	COMPLETED	0	2025-05-08 05:30:32.671	18m 11s	18m 5s	99.3%	734.3 MB	1.1 GB	297 MB	82.4 MB
135	4b/7921a0	2030885	calibrate:CALIBRATE (135)	COMPLETED	0	2025-05-08 05:47:02.700	1m 41s	1m 35s	97.4%	638.6 MB	989.7 MB	232 MB	9.1 MB
106	82/9be134	2030857	calibrate:CALIBRATE (106)	COMPLETED	0	2025-05-08 05:41:52.642	6m 54s	6m 47s	98.7%	680.3 MB	1 GB	253.7 MB	33 MB
121	ed/3f14bd	2030872	calibrate:CALIBRATE (121)	COMPLETED	0	2025-05-08 05:44:32.681	4m 24s	4m 16s	98.4%	682.3 MB	1 GB	252.4 MB	32.2 MB
14	bf/6793cc	2030760	calibrate:CALIBRATE (14)	COMPLETED	0	2025-05-08 05:26:51.215	22m 11s	22m 4s	99.2%	698.8 MB	1 GB	284.5 MB	67.8 MB
131	4f/777fd7	2030882	calibrate:CALIBRATE (131)	COMPLETED	0	2025-05-08 05:46:37.644	2m 34s	2m 31s	97.8%	675.9 MB	1 GB	248.1 MB	27.1 MB
